sample_id,treatment,day,replicate,microbial_load,voc,revalence_index,class_label,voc_count
1,TA 1,0,1,3.17,Methanethiol,6.57,fresh,117
1,TA 1,0,1,3.17,2-Methylbutane,0.02,fresh,117
1,TA 1,0,1,3.17,Acetaldehyde,70.9,fresh,117
1,TA 1,0,1,3.17,Methanethiol,68.33,fresh,117
1,TA 1,0,1,3.17,Methanol,68.19,fresh,117
1,TA 1,0,1,3.17,2-Methylbutane,66.66,fresh,117
1,TA 1,0,1,3.17,Pentane,24.78,fresh,117
1,TA 1,0,1,3.17,Acetaldehyde,8.96,fresh,117
1,TA 1,0,1,3.17,Methanol,8.93,fresh,117
1,TA 1,0,1,3.17,Methanethiol,8.47,fresh,117
1,TA 1,0,1,3.17,Pentane,3.22,fresh,117
1,TA 1,0,1,3.17,Diethyl ether,0.72,fresh,117
1,TA 1,0,1,3.17,Propanal,95.83,fresh,117
1,TA 1,0,1,3.17,Propenal,95.61,fresh,117
1,TA 1,0,1,3.17,ethyl chloride,94.88,fresh,117
1,TA 1,0,1,3.17,ethanol,93.18,fresh,117
1,TA 1,0,1,3.17,propan-2-one,91.04,fresh,117
1,TA 1,0,1,3.17,Methyl acetate,76.87,fresh,117
1,TA 1,0,1,3.17,propan-2-one,75.8,fresh,117
1,TA 1,0,1,3.17,dimethyl sulfide,75.73,fresh,117
1,TA 1,0,1,3.17,2-propanol,73.09,fresh,117
1,TA 1,0,1,3.17,2-Methyl-2-propanol,73.03,fresh,117
1,TA 1,0,1,3.17,Methyl 2-propenoate,49.06,fresh,117
1,TA 1,0,1,3.17,"Ethene, 1,2-dichloro, (Z)-",48.9,fresh,117
1,TA 1,0,1,3.17,"2,2-dichloropropane",48.89,fresh,117
1,TA 1,0,1,3.17,Ethyl Acetate,48.79,fresh,117
1,TA 1,0,1,3.17,1-propanethiol,48.73,fresh,117
1,TA 1,0,1,3.17,1-Propanol,40.29,fresh,117
1,TA 1,0,1,3.17,butan-2-one,34.53,fresh,117
1,TA 1,0,1,3.17,2-butanol,34.27,fresh,117
1,TA 1,0,1,3.17,S(+)-2-butanol,34.1,fresh,117
1,TA 1,0,1,3.17,Chloroform,34.09,fresh,117
1,TA 1,0,1,3.17,acetic acid,98.7,fresh,117
1,TA 1,0,1,3.17,n-butanol,94.98,fresh,117
1,TA 1,0,1,3.17,Formic acid,94.93,fresh,117
1,TA 1,0,1,3.17,1-methoxy-2-propanol,94.79,fresh,117
1,TA 1,0,1,3.17,but-(E)-2-enal,93.21,fresh,117
1,TA 1,0,1,3.17,acetic acid,56.82,fresh,117
1,TA 1,0,1,3.17,Formic acid,54.23,fresh,117
